CryoSleep,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Side,group_size,HasSpent,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,CabinNumBin_300-599,CabinNumBin_600-899,CabinNumBin_900-1199,CabinNumBin_1200-1499,CabinNumBin_1500+
1,-0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,1.8235294117647056,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0.1176470588235294,0.814550976584631,0.0,2.4082923926104214,0.0,0.3733048224778867,1,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,-0.4705882352941176,0.0,0.0,2.097426790213166,0.17376534287144,0.0,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,-0.7647058823529411,0.0,1.2400841201008863,2.042285444317819,0.17376534287144,0.0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,-0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.5882352941176471,0.7877740089073892,0.5810073162355173,1.37269112835175,0.0,1.8732760043957648,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.7647058823529411,1.4740169408440975,0.0,2.447806096635377,0.0,0.0,0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.4117647058823529,1.4356474924304117,0.0,0.0,0.0,1.7157636186353815,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0.4705882352941176,1.5432934381297827,0.0,2.791703896799246,0.5508231047523734,0.0,1,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-1.588235294117647,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,-0.6470588235294118,0.0,1.4850619432867296,2.100960665581292,0.0,0.0,1,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1.6470588235294117,0.0,1.1229895990360388,0.0,1.4116907252791715,2.311951692296032,0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.1764705882352941,1.7136957281346408,0.0,1.2539731735908168,1.2527531359941717,0.2958370724829093,1,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,-0.4117647058823529,1.6572907784047617,1.1737410596591624,2.072490555544137,1.3463673871429522,0.0,0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1.4705882352941178,0.0,1.630918083227993,0.2210647294575037,0.2754115523761867,0.5916741449658187,0,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,-0.7647058823529411,1.996027222237952,0.0,1.8561931643135496,0.0,0.0,0,1.0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,-0.5294117647058824,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.0588235294117647,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,-0.5294117647058824,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.3529411764705882,1.6392217102720077,0.0,0.0,0.0,1.6427091873927002,1,2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0.7058823529411765,0.6415482152485357,1.283776313595892,0.0,2.1897913484494524,1.2454242788908108,1,0.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.1764705882352941,1.3676938601931248,0.0,2.1972903899339054,0.2754115523761867,0.0,0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1.2941176470588236,0.0,2.009153776886468,1.8180367051646624,1.4213847076836537,2.131661363806004,0,0.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.0588235294117647,1.5094718493416015,1.6014378565226122,0.8416718857933595,0.0,2.27829773812264,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.1764705882352941,0.0,1.9403373139452096,0.0,1.7364263562770097,0.0,0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1.7058823529411764,1.459551451169516,0.0,2.3004448942022404,0.0,1.3861302229639267,0,0.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.1176470588235294,0.0,0.0,0.0,0.0,0.0,1,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.4705882352941176,0.0,0.0,0.0,1.7022121814105118,0.0,1,3.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,2.176470588235294,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1.5294117647058822,0.5878594958174387,0.0,1.7439228920774028,0.0,2.053439366507288,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,-0.1764705882352941,0.0,1.2861872675229615,0.0,0.0,1.724370520596308,1,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0.6470588235294118,0.0,0.0,2.3002097825152905,0.0,0.0,1,0.5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.5294117647058824,1.727485389288532,0.0,1.636073410329324,1.8785026867470591,0.0,1,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.3529411764705882,1.766861306386283,0.3899649883623831,1.0627366152508633,0.5508231047523734,0.0,0,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,2.117647058823529,0.0,0.0,0.0,0.0,0.0,1,1.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.5294117647058824,1.7711766642367963,0.0,1.376972118654315,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.4705882352941176,0.0,0.0,0.0,0.0,0.0,0,0.5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0.0,0.814550976584631,0.0,2.203402176351306,0.9052224502512914,0.0,1,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.9411764705882352,0.0,0.0,0.0,0.0,0.0,1,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0.0,1.510418917185107,0.5323850333776358,1.857138139786828,0.0,0.0,1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,-0.2941176470588235,0.0,1.777099717633838,0.0,1.4824584246536634,2.153268359456736,1,0.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0.5294117647058824,0.7060702520912806,1.2801142962249985,0.4421294589150075,0.0,2.5364537675650736,1,0.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1.588235294117647,2.0,0.0,0.7925087653372185,0.0,0.0,1,2.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,-0.8235294117647058,0.0,0.0,0.0,0.0,0.0,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.5294117647058824,1.8056062297424889,0.9429836625172324,0.0,0.5212960286143199,0.0,1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,1.5294117647058822,0.0,1.2041801492058035,2.359492183205365,0.34753068574288,1.7851715637555472,1,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.8823529411764706,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.3529411764705883,0.0,2.0856517104922374,0.0,1.6437213785814504,2.359247821091444,1,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.2352941176470588,0.0,2.045339620776057,0.700758612844422,1.610652975521211,0.0,0,1.5,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,-1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,-0.2941176470588235,0.0,1.5767060399013189,1.5321415744693594,0.0,1.0887229856354037,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,-1.4705882352941178,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.4705882352941176,0.0,0.0,2.050623932066097,0.0,1.336407249170283,1,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,-0.0588235294117647,0.0,0.0,2.170542212721074,0.0,0.0,1,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,1,2.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0.0,0.0,2.02957302841577,0.0,0.0,0.9723570319314724,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,-0.2352941176470588,0.0,1.4405686982595354,1.5827950200154504,0.0,1.4994577737393548,1,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.4117647058823529,0.0,0.0,2.097426790213166,0.0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-1.588235294117647,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,-0.4705882352941176,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,-0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.2941176470588235,0.0,0.3358975579140839,1.973616819844397,0.0,1.4632062892417534,0,0.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1.7058823529411764,1.5474415272118471,1.53965668378107,1.518795318009084,0.0,0.0,0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.1764705882352941,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.7058823529411765,1.9629709586470396,0.0,1.8599563818858265,0.0,1.773169141222439,1,1.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,-0.4117647058823529,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-0.1176470588235294,1.6737033180119592,0.0,1.576033021366915,0.0,1.1731854797572434,1,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,-1.4705882352941178,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.4117647058823529,0.2939297479087193,0.0,0.6631941883725112,0.2754115523761867,1.6981696258138488,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.6470588235294118,1.0300930780175133,0.0,2.423349815388612,0.0,1.7554923321377622,0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.5882352941176471,0.0,2.1275376521084737,0.0,1.664553118367441,0.0,0,0.5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,-0.3529411764705882,1.9845468326388036,0.0,0.0,0.0,0.0,1,0.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.5882352941176471,1.522435109429902,1.7839606330961242,0.9554258650310592,1.5658389937310868,0.0,0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,-0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.6470588235294118,1.3561670024083805,1.6160118541390822,2.533841928535556,0.0,1.2025909389764322,1,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.5294117647058824,0.0,0.0,0.0,0.0,0.0,1,0.5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,-0.8235294117647058,0.0,0.0,0.0,0.0,0.0,1,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1.8235294117647056,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,-0.4117647058823529,1.7823551626815424,0.0,1.1246585966261096,0.0,0.0,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,1.2352941176470589,0.0,0.2661925166888179,1.3683518914982231,1.5841046341584102,1.338283789921592,0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,-1.4705882352941178,0.0,0.0,0.0,0.0,0.0,0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.2352941176470588,1.8611985952751384,0.8397438947852097,1.7315757118517114,0.2754115523761867,0.0,0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,1.9411764705882355,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.2941176470588235,0.0,0.0,0.0,0.6011293213528106,1.7869443318965572,1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,-1.1176470588235294,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.9411764705882352,0.0,1.8033075806212515,0.0,1.4080705844146746,2.054357301438743,0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.1176470588235294,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.7058823529411765,0.0,1.3537840392709202,0.0,1.788648630397805,1.4240378093396542,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-1.3529411764705883,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1.588235294117647,0.0,0.0,0.0,0.0,0.0,1,2.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.2352941176470588,1.4162045780695818,0.0,2.035885316724261,0.0,1.3749418032519738,0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,-1.411764705882353,0.0,0.0,0.0,0.0,0.0,1,2.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0.4705882352941176,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.4705882352941176,1.7683075065909415,0.0,1.1053236472875188,0.0,0.9723570319314724,1,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.4117647058823529,0.0,0.1679487789570419,1.1339035624519076,0.0,1.7914996423531315,0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
